GeneID,Name
LOC100892902,"NACHT, LRR and PYD domains-containing protein 12"
LOC105437866,uncharacterized LOC105437866
LOC584572,uncharacterized LOC584572
LOC100890416,uncharacterized LOC100890416
LOC577662,DNA-directed RNA polymerase III subunit RPC2
LOC100892267,uncharacterized LOC100892267
LOC105440311,uncharacterized LOC105440311
LOC100889839,serine/threonine-protein kinase greatwall
LOC763955,integrator complex subunit 11
LOC590120,nuclear pore glycoprotein p62
LOC105439736,uncharacterized LOC105439736
LOC100892289,uncharacterized LOC100892289
LOC100893109,APOBEC1 complementation factor
LOC105440704,tripartite motif-containing protein 45-like
LOC754235,transforming growth factor-beta receptor-associated protein 1
LOC100890363,uncharacterized protein K02A2.6-like
LOC583041,caspase-3-like
LOC100888229,zinc finger protein 2
LOC581634,uncharacterized LOC581634
LOC590346,uncharacterized protein C1orf131 homolog
LOC753533,tectonic-1
LOC105444042,uncharacterized LOC105444042
LOC574919,"diablo homolog, mitochondrial"
LOC586505,plastin-3
LOC100892349,uncharacterized LOC100892349
LOC100892716,DNA damage-binding protein 2
LOC590178,prestalk protein
LOC583925,signal peptidase complex subunit 1
LOC576737,DIS3-like exonuclease 2
LOC576807,"delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial"
LOC585207,monomeric sarcosine oxidase-like
LOC593816,mitotic spindle assembly checkpoint protein MAD2B
LOC753389,uncharacterized LOC753389
LOC105441310,SUZ domain-containing protein 1-like
LOC105447404,protein DEK-like
LOC100891501,stress response protein nst1
LOC584812,40S ribosomal protein S7
LOC583564,elongin-C
LOC752535,replication protein A 32 kDa subunit-B-like
LOC594428,peroxisomal membrane protein PEX13
LOC593531,actin-5
LOC593507,diamine acetyltransferase 2
LOC105446430,uncharacterized LOC105446430
LOC593978,protein FAM49B
LOC753897,uncharacterized LOC753897
LOC373385,myc protein
LOC105447265,proteoglycan 4-like
LOC591623,laminin subunit alpha
LOC590548,rRNA-processing protein UTP23 homolog
LOC105443805,uncharacterized LOC105443805
LOC100889188,uncharacterized LOC100889188
LOC592542,"dynein heavy chain 1, axonemal"
LOC100888685,leucine-rich repeat-containing protein 1
LOC582499,uncharacterized LOC582499
LOC584140,ATP-sensitive inward rectifier potassium channel 12-like
LOC592565,G protein-activated inward rectifier potassium channel 3
LOC100893791,uncharacterized LOC100893791
LOC105439961,uncharacterized LOC105439961
LOC592745,DNA-(apurinic or apyrimidinic site) lyase
LOC592721,coiled-coil domain-containing protein 166
LOC105446376,peptidase M20 domain-containing protein 2-like
LOC589108,ropporin-1-like protein
LOC100892924,HORMA domain-containing protein 1
LOC591531,uncharacterized LOC591531
LOC100893064,uncharacterized LOC100893064
LOC577635,"eukaryotic translation initiation factor 4, gamma 2-like"
LOC100888319,uncharacterized LOC100888319
LOC588864,ubiquitin carboxyl-terminal hydrolase BAP1
LOC587136,"dynein heavy chain 3, axonemal"
LOC100888186,mucin-17
LOC100892299,protein zwilch homolog
LOC581022,lysM and putative peptidoglycan-binding domain-containing protein 1
LOC587479,basic leucine zipper and W2 domain-containing protein 1
LOC594037,"methionine--tRNA ligase, cytoplasmic"
foxx,forkhead transcription factor X
LOC100892589,uncharacterized LOC100892589
LOC580954,testis-expressed protein 9
LOC581492,uncharacterized LOC581492
LOC100891979,neogenin
LOC756773,lysophosphatidic acid phosphatase type 6
LOC100891765,ATP-binding cassette sub-family C member 9
LOC100892184,uncharacterized LOC100892184
LOC100888121,dystrophin
LOC100888208,uncharacterized LOC100888208
LOC100891616,uncharacterized LOC100891616
LOC100891906,very-long-chain enoyl-CoA reductase-like
LOC752244,dnaJ homolog subfamily B member 1
LOC752584,cilia- and flagella-associated protein 57
LOC575824,pre-mRNA-splicing factor 38A
LOC105441512,cell wall protein DAN4-like
LOC757110,uncharacterized serine-rich protein C215.13
LOC105441510,uncharacterized LOC105441510
LOC587576,uncharacterized LOC587576
LOC587550,testis-expressed protein 264
LOC100891533,uncharacterized LOC100891533
LOC100891034,E3 ubiquitin-protein ligase Hakai
LOC752751,vezatin
LOC105440246,uncharacterized LOC105440246
LOC579970,contactin-2
LOC575474,E3 ubiquitin-protein ligase PDZRN3
Gp96,heat shock protein gp96
LOC589422,plexin-A2
LOC755670,serine/threonine-protein kinase A-Raf
LOC575742,E3 ubiquitin-protein ligase HUWE1
LOC575812,uncharacterized LOC575812
LOC576011,uncharacterized LOC576011
LOC577335,cytochrome P450 2J6
LOC577275,caveolin-3
LOC105443694,uncharacterized LOC105443694
LOC762878,calcium-binding protein SPEC 2D
LOC582972,carboxypeptidase B
LOC589404,carboxypeptidase B
LOC589352,uncharacterized LOC589352
LOC589303,deubiquitinase DESI2
LOC105439117,monocarboxylate transporter 4-like
LOC590379,flocculation protein FLO11
LOC100888038,transcription initiation factor IIA subunit 1
LOC576902,thyrotropin receptor
LOC579381,calcyphosin-2
LOC594672,uncharacterized LOC594672
LOC594676,sodium/hydrogen exchanger 9B2
LOC105442775,uncharacterized LOC105442775
LOC593734,uncharacterized LOC593734
LOC100888012,rhodopsin
LOC587683,glutamyl aminopeptidase
LOC105439065,50 kDa hatching enzyme-like
LOC752524,50 kDa hatching enzyme
LOC574636,sorbin and SH3 domain-containing protein 1
LOC582602,guanine nucleotide exchange factor VAV2
LOC105441569,serine-rich adhesin for platelets-like
LOC105446561,uncharacterized LOC105446561
LOC100888206,uncharacterized LOC100888206
LOC579564,serine/threonine-protein kinase Nek7-like
LOC105443012,macrophage mannose receptor 1-like
LOC105444821,uncharacterized LOC105444821
LOC105438678,N-glycosylase/DNA lyase-like
LOC763984,deoxyhypusine synthase
LOC587502,MFS-type efflux pump MSMEG_3705
LOC579030,serine/threonine-protein phosphatase 2A activator
LOC100888257,immediate early response gene 5-like protein
LOC587907,putative methyltransferase C9orf114
LOC591457,general transcription factor IIH subunit 4
LOC591477,protein PRRC2C
LOC582117,uncharacterized LOC582117
LOC592701,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase"
LOC588219,mitoguardin 2
LOC105444714,"probable medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
LOC100890231,haloacid dehalogenase-like hydrolase domain-containing protein 2
LOC588382,protein FAN
LOC755454,dehydrogenase/reductase SDR family member 1
LOC593001,zinc finger and BTB domain-containing protein 24
LOC589190,F-box/LRR-repeat protein 8
LOC583833,protein NDRG3
LOC583860,prefoldin subunit 4
LOC583876,repressor of RNA polymerase III transcription MAF1 homolog
LOC592806,ranBP-type and C3HC4-type zinc finger-containing protein 1
LOC576039,differentially expressed in FDCP 8 homolog
LOC100888991,uncharacterized LOC100888991
LOC752921,low-density lipoprotein receptor-related protein 12
LOC763695,cleavage and polyadenylation specificity factor subunit 5-like
LOC100887872,methyltransferase-like protein 27
LOC585509,SH3 domain-binding protein 5-like
LOC582683,ceramide synthase 6
LOC587157,ATP-citrate synthase
LOC589559,oxidoreductase NAD-binding domain-containing protein 1
LOC585370,nucleolar GTP-binding protein 2
LOC584933,dnaJ homolog subfamily B member 6
LOC590265,sterol regulatory element-binding protein cleavage-activating protein
LOC105438070,uncharacterized LOC105438070
LOC105445298,uncharacterized LOC105445298
LOC105445296,uncharacterized LOC105445296
LOC579684,histone acetyltransferase KAT2A
LOC105440084,uncharacterized LOC105440084
LOC105440086,uncharacterized LOC105440086
LOC575256,ATP-binding cassette sub-family C member 8
LOC752647,BLOC-1-related complex subunit 6
LOC588813,probable ATP-dependent RNA helicase DDX20
LOC593891,V-type proton ATPase subunit S1
LOC753304,ATP-binding cassette sub-family D member 2
LOC100888552,regulating synaptic membrane exocytosis protein 1
LOC593805,NCK-interacting protein with SH3 domain
LOC105441201,uncharacterized LOC105441201
LOC100888331,MICOS complex subunit MIC13-like
LOC105439534,uncharacterized LOC105439534
LOC752746,glutamyl aminopeptidase
LOC575133,isochorismatase domain-containing protein 1
LOC575001,U4/U6 small nuclear ribonucleoprotein Prp3
LOC574856,probable deoxyuridine 5'-triphosphate nucleotidohydrolase
LOC105446304,uncharacterized LOC105446304
LOC105446299,anaphase-promoting complex subunit 15-like
LOC752157,MYCBP-associated protein
LOC100889586,uncharacterized LOC100889586
LOC100890445,uncharacterized protein F54H12.2-like
LOC105446294,activated RNA polymerase II transcriptional coactivator p15-like
LOC581512,phosphatidylethanolamine N-methyltransferase
LOC581618,transcription factor 12
LOC575640,glycerophosphodiester phosphodiesterase 1
LOC105442123,uncharacterized LOC105442123
LOC105446157,uncharacterized LOC105446157
LOC588686,tubulin-specific chaperone D
LOC105437474,uncharacterized LOC105437474
LOC100889288,spermatogenesis-associated protein 20
LOC105438290,uncharacterized LOC105438290
LOC105438292,uncharacterized LOC105438292
LOC577398,uncharacterized LOC577398
LOC100894037,nose resistant to fluoxetine protein 6
LOC753927,cilia- and flagella-associated protein 52
LOC582719,autophagy protein 12-like
LOC100889203,cytoplasmic phosphatidylinositol transfer protein 1
LOC579216,thiosulfate sulfurtransferase
LOC105440823,uncharacterized LOC105440823
LOC105441138,putative GPI-anchored protein pfl2
LOC590227,coiled-coil domain-containing protein 33
LOC589716,"evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial"
LOC589739,N-sulphoglucosamine sulphohydrolase
LOC589763,dual specificity mitogen-activated protein kinase kinase 4
LOC753812,uncharacterized LOC753812
LOC589852,aquaporin-8
LOC589874,"peptidyl-tRNA hydrolase ICT1, mitochondrial"
LOC576690,coiled-coil domain-containing protein 57
LOC105442854,uncharacterized LOC105442854
LOC762797,NAD-dependent protein deacetylase sirtuin-7
LOC577984,uncharacterized LOC577984
LOC576368,40S ribosomal protein S2
LOC414055,guanine nucleotide-binding protein G(12) alpha subunit
LOC576227,probable thioredoxin-2
LOC576155,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3-like
LOC594730,phosducin-like protein
LOC580189,sentrin-specific protease 8
LOC503549,histamine H1 receptor
LOC100888719,IgGFc-binding protein
LOC100889507,uncharacterized LOC100889507
LOC753266,protein MON2 homolog
LOC592873,protein TANC1
LOC592888,centrosomal protein POC5
LOC105445241,uncharacterized LOC105445241
LOC581883,"creatine kinase U-type, mitochondrial-like"
LOC755783,endothelin-converting enzyme 1
LOC578136,dymeclin
LOC579925,serine-aspartate repeat-containing protein F
LOC585840,transmembrane protein 161B
LOC575746,NK-tumor recognition protein
LOC575884,translin
LOC586053,serine/threonine-protein kinase ULK4
LOC590715,uncharacterized LOC590715
LOC105437220,protein mono-ADP-ribosyltransferase PARP4
LOC575677,formin-like protein 20
LOC575416,G-patch domain and KOW motifs-containing protein
LOC575341,magnesium transporter NIPA2
LOC105437219,uncharacterized LOC105437219
LOC755639,uncharacterized LOC755639
LOC756083,WASH complex subunit 4
LOC581354,"HIG1 domain family member 1A, mitochondrial"
LOC579848,ras suppressor protein 1
LOC579964,calcium-binding mitochondrial carrier protein Aralar1
LOC755676,"dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A"
LOC105441480,uncharacterized LOC105441480
LOC105439373,structural maintenance of chromosomes flexible hinge domain-containing protein 1-like
LOC105444851,structural maintenance of chromosomes flexible hinge domain-containing protein 1-like
LOC100891884,histone-lysine N-methyltransferase SETD1A
LOC100891815,uncharacterized LOC100891815
LOC100891675,uncharacterized LOC100891675
LOC584767,translation initiation factor eIF-2B subunit delta
LOC753458,"adenylate kinase 2, mitochondrial-like"
LOC105438488,AT-rich interactive domain-containing protein 1A
LOC105438489,myosin-IIIb
LOC584329,hyalin
LOC105438608,uncharacterized LOC105438608
LOC587489,kelch-like protein 17
LOC763380,U11/U12 small nuclear ribonucleoprotein 25 kDa protein
LOC100890934,hyalin
LOC100891926,RBPJ-interacting and tubulin-associated protein 1-like
LOC100891864,DENN domain-containing protein 3
LOC587908,ATP-dependent RNA helicase DDX54
LOC100892448,putative homeodomain transcription factor 2
LOC757267,NAD(P)H:quinone oxidoreductase
LOC580559,"ATPase inhibitor, mitochondrial"
LOC580675,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
LOC582241,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
LOC582285,"solute carrier family 2, facilitated glucose transporter member 8"
LOC582325,ADP-ribosylation factor 1
LOC591282,uncharacterized LOC591282
LOC100890756,uncharacterized LOC100890756
LOC576240,uncharacterized LOC576240
LOC764641,protein DVR-1 homolog
LOC593186,X-ray repair cross-complementing protein 5
LOC577360,survival of motor neuron-related-splicing factor 30
LOC100889167,uncharacterized LOC100889167
LOC582838,sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1
LOC582454,adenylate cyclase type 3
LOC755109,uncharacterized sodium-dependent transporter HI_0736
LOC100892523,uncharacterized LOC100892523
LOC587652,inactive tyrosine-protein kinase transmembrane receptor ROR1
LOC100892746,uncharacterized LOC100892746
LOC590583,GPI ethanolamine phosphate transferase 2
LOC590624,E3 ubiquitin-protein ligase HECTD3
LOC574987,WD repeat-containing protein 36
LOC585728,phospholipid phosphatase-related protein type 5
LOC580832,"glutaryl-CoA dehydrogenase, mitochondrial"
LOC105441437,ubiquitin carboxyl-terminal hydrolase 24
LOC582957,pikachurin
LOC100892545,uncharacterized LOC100892545
LOC591922,zinc finger protein AEBP2
LOC100892256,caveolin-3
LOC105444969,F-box/LRR-repeat protein 7-like
LOC585582,low-density lipoprotein receptor-related protein 8
LOC105439446,uncharacterized LOC105439446
LOC100890370,uncharacterized LOC100890370
LOC105439971,uncharacterized LOC105439971
LOC581130,thioredoxin domain-containing protein 12
LOC586825,thioredoxin domain-containing protein 12
LOC752537,tyrosine-protein kinase receptor Tie-1-like
LOC591624,neogenin
LOC587732,neuronal acetylcholine receptor subunit alpha-9
LOC587704,microsomal glutathione S-transferase 1
LOC754442,parafibromin
LOC586424,60 kDa SS-A/Ro ribonucleoprotein
LOC586442,serine/threonine-protein phosphatase 6 catalytic subunit
LOC579235,queuine tRNA-ribosyltransferase catalytic subunit 1-like
LOC581579,phosphatidylserine lipase ABHD16A
LOC100890746,D-galactonate transporter
LOC100891044,D-galactonate transporter
LOC586208,glomulin
LOC100891415,general transcription factor 3C polypeptide 5
LOC100891626,carbohydrate sulfotransferase 9
LOC105441810,growth hormone secretagogue receptor type 1-like
LOC586037,rho GTPase-activating protein 8
LOC594315,staphylococcal nuclease domain-containing protein 1
LOC100891371,uncharacterized LOC100891371
LOC100889805,uncharacterized LOC100889805
LOC100888195,formin-like protein 7
LOC754306,uncharacterized LOC754306
LOC586683,L-lactate dehydrogenase
LOC105439764,ras-related protein Rab-21
LOC105439760,tumor susceptibility gene 101 protein-like
LOC105446234,uncharacterized LOC105446234
LOC100893336,protein piccolo
LOC591752,diamine acetyltransferase 2
LOC105436392,protein-glutamine gamma-glutamyltransferase K
LOC100889209,potassium voltage-gated channel subfamily KQT member 1
LOC594646,"metalloendopeptidase OMA1, mitochondrial"
LOC578838,receptor-type tyrosine-protein phosphatase kappa
LOC754039,uncharacterized LOC754039
LOC105439857,uncharacterized LOC105439857
LOC105442897,uncharacterized LOC105442897
LOC580939,NADPH oxidase 5-like
LOC100893684,uncharacterized LOC100893684
LOC587461,"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1"
LOC762388,NADH-cytochrome b5 reductase-like
LOC105444752,uncharacterized LOC105444752
LOC591292,dual specificity testis-specific protein kinase 2
LOC585197,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"
LOC105446203,C-type lectin lectoxin-Thr1-like
LOC105446204,receptor-type tyrosine-protein phosphatase alpha
LOC100893620,uncharacterized LOC100893620
LOC585328,receptor-type tyrosine-protein phosphatase alpha
LOC100892551,receptor-type tyrosine-protein phosphatase alpha-like
LOC587101,receptor-type tyrosine-protein phosphatase U
LOC100889258,uncharacterized LOC100889258
tmem16,transmembrane protein 16
LOC100888924,uncharacterized LOC100888924
LOC591909,protein CIP2A homolog
LOC583947,periodic tryptophan protein 1 homolog
LOC100893637,uncharacterized LOC100893637
LOC585435,galactosylceramide sulfotransferase
LOC100893778,uncharacterized LOC100893778
LOC100891423,uncharacterized LOC100891423
LOC583690,splicing factor YJU2
LOC100892396,small nuclear ribonucleoprotein E-like
LOC764291,EF-hand calcium-binding domain-containing protein 6
LOC583452,sodium-dependent glucose transporter 1
LOC583477,acetylcholine receptor subunit beta-type unc-29
LOC100892083,uncharacterized LOC100892083
LOC105447190,regulator of nonsense transcripts 1-like
LOC105441546,uncharacterized LOC105441546
LOC105438728,uncharacterized LOC105438728
LOC576603,E3 ubiquitin-protein ligase MYLIP
LOC105437361,uncharacterized LOC105437361
LOC105439122,fibronectin-like
LOC105437357,uncharacterized LOC105437357
LOC100893781,tenascin-X
LOC100893569,uncharacterized LOC100893569
LOC105444449,uncharacterized LOC105444449
LOC593674,A-kinase-interacting protein 1
LOC755190,"putative transferase CAF17 homolog, mitochondrial"
LOC594538,transmembrane protein 216
LOC752400,uncharacterized LOC752400
LOC100889856,uncharacterized LOC100889856
LOC590305,WASH complex subunit 3
LOC105441971,uncharacterized LOC105441971
LOC105443972,uncharacterized LOC105443972
LOC100887909,cerebellar degeneration-related protein 2-like
LOC580204,lysophospholipid acyltransferase 7
LOC577599,"electron transfer flavoprotein subunit alpha, mitochondrial"
LOC105441797,probable palmitoyltransferase ZDHHC4
LOC105441317,uncharacterized LOC105441317
LOC584824,development-specific protein LVN1.2
LOC105447403,uncharacterized LOC105447403
LOC105441318,ligand of Numb protein X 2-like
LOC105436954,uncharacterized LOC105436954
LOC100892549,uncharacterized LOC100892549
LOC100894086,protein flightless-1 homolog
LOC105443211,ankyrin-1-like
LOC578933,G-protein coupled receptor GRL101
LOC594407,VPS35 endosomal protein sorting factor-like
LOC754104,ubiquitin carboxyl-terminal hydrolase 36
LOC105437211,uncharacterized LOC105437211
LOC590751,nuclear distribution protein nudE-like 1-A
LOC105444039,meiosis regulator and mRNA stability factor 1-like
LOC589610,cytosolic endo-beta-N-acetylglucosaminidase
LOC588547,ER lumen protein-retaining receptor 2
LOC100889027,N-acetylglucosamine-1-phosphotransferase subunit gamma
LOC755087,tether containing UBX domain for GLUT4
LOC591669,uncharacterized LOC591669
LOC763851,uncharacterized LOC763851
LOC582685,tRNA-dihydrouridine(16/17) synthase [NAD(P)(+)]-like
LOC582718,gamma-glutamyl hydrolase
LOC100891661,polycystic kidney disease protein 1-like 2
LOC100893300,uncharacterized LOC100893300
LOC100888167,uncharacterized LOC100888167
LOC105440748,uncharacterized LOC105440748
LOC100889126,uncharacterized LOC100889126
LOC590198,probable flavin-containing monoamine oxidase A
LOC578490,ADP-ribosylation factor-like protein 6-interacting protein 1
LOC100893130,diphthine methyltransferase
LOC579339,speract receptor
LOC100889927,uncharacterized LOC100889927
LOC752260,testis-expressed protein 2
LOC581062,trinucleotide repeat-containing gene 6C protein
LOC581234,target of rapamycin complex subunit lst8
LOC752185,hexosaminidase D-like
LOC100889556,SNF1-related protein kinase catalytic subunit alpha KIN11
LOC583067,eukaryotic elongation factor 2 kinase
LOC576358,coiled-coil domain-containing protein 89
LOC574835,polypeptide N-acetylgalactosaminyltransferase 13
LOC100891162,transient receptor potential-gamma protein
LOC576837,uncharacterized LOC576837
LOC105443216,ankyrin repeat and zinc finger domain-containing protein 1
LOC585914,CCR4-NOT transcription complex subunit 9
LOC579072,putative acyl-CoA-binding protein
LOC591846,vesicle-trafficking protein SEC22a
LOC588899,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1"
LOC105447058,uncharacterized LOC105447058
LOC587593,sorting nexin-13
LOC592338,uncharacterized LOC592338
LOC100890219,piggyBac transposable element-derived protein 4-like
LOC105440870,pre-mRNA-splicing factor SLU7
LOC586164,N-acetyltransferase 9-like protein
LOC105447056,condensin complex subunit 3-like
LOC105444440,uncharacterized protein K02A2.6-like
LOC592175,uncharacterized LOC592175
LOC100888027,centrosomal protein of 55 kDa
LOC590856,KAT8 regulatory NSL complex subunit 3
LOC100888520,uncharacterized LOC100888520
LOC105444442,uncharacterized LOC105444442
LOC100888308,retinol dehydrogenase 8
LOC763606,uncharacterized LOC763606
